article_id,title,cited_by,pub_year
335,Peripheral T-lymphocytes express WNT7A and its restoration in leukemia-derived lymphoblasts inhibits cell proliferation,98,2012
336,A closed‐form exact solution for pricing variance swaps with stochastic volatility,2497,2011
337,Genetically dissociated components of working memory: Evidence from Downs and Williams syndrome,10480,1999
338,Theme unit analysis: A systemic functional treatment of textual meanings in Japanese,404,2005
339,Magnetic resonance soundings with separated transmitter and receiver loops,2556,2005
340,Electronic structure and the properties of solids: the physics of the chemical bond,41465,2012
341,Track 2 Security Dialogue in the Asia-Pacific: reflections and future directions,2452,2006
342,Variation of Nusselt number with flow regimes behind a circular cylinder for Reynolds numbers from 70 to 30 000,681,2004
343,Behavioral differentiation during collective building in wild mice Mus spicilegus,106,2012
344,Exploring the capability of wireless near infrared spectroscopy as a portable seizure detection device for epilepsy patients,1028,2015
345,Assessment of offshore wind energy projects in Denmark. A comparative study with onshore projects based on regulatory real options,95,2015
346,Implementing nature's lesson: the industrial recycling network enhancing regional development,1999,1997
347,High-density mapping of quantitative trait loci for grain-weight and spikelet number in rice,109,2014
348,Sound image localizer,1005,2009
349,Detection of spatially distributed damage in fiber-reinforced polymer composites,4119,2013
350,Increased levels of platelet activation markers are positively associated with carotid wall thickness and other atherosclerotic risk factors in obese patients,2661,1970
351,Carbon dioxide reforming of methane to produce synthesis gas over metal-supported catalysts: state of the art,29877,1996
352,Global shape discrimination at reduced contrast in enucleated observers,1011,2004
353,"Molecular analysis of MEN1 expression in MCF7, T47D and MDA-MB 468 breast cancer cell lines treated with adriamycin using RT-PCR and immunocytochemistry",228,1970
354,"Bioclimatic requirements for olive flowering in two Mediterranean regions located at the same latitude (Andalucia, Spain, and Sicily, Italy)",1153,1970
355,Skin-friction drag reduction via steady streamwise oscillations of spanwise velocity,359,1970
356,Mössbauer studies on particle volume distribution of α-FeOOH in rust formed on weathering steel,1572,2000
357,Peer e-tutoring: Effects on students’ participation and interaction style in online courses,95,2018
358,A novel missense mutation in the γ-glutamylcysteine synthetase catalytic subunit gene causes both decreased enzymatic activity and glutathione production,1413,2003
359,Effect of dietary feeding regimens on urea and protein concentration of milk in Murrah buffaloes,286,2005
360,"Comparative treatment of textile wastewater by adsorption, Fenton, UV-Fenton and US-Fenton using magnetic nanoparticles-functionalized carbon (MNPs@ C)",1211,2017
361,Bone marrow transplantation in thalassemia: the experience of Pesaro,3221,1998
362,On optimal microstructures for a plane shape optimization problem,1028,1999
363,Química Industrial: Série Tekne,290,1970
364,Comparative study of modern heuristic algorithms to service restoration in distribution systems,6000,2002
365,Angiotensin II-induced hypertension differentially affects estrogen and progestin receptors in central autonomic regulatory areas of female rats,600,2008
366,Small-scale effects on buckling of multiwalled carbon nanotubes under axial compression,14812,2004
367,Ordered arrays of ZnO nanorods grown on periodically polarity-inverted surfaces,709,2008
368,Formation of a ternary complex for selenocysteine biosynthesis in bacteria,76,2015
369,Ultralow self-doping in two-dimensional hybrid perovskite single crystals,2566,2017
370,Working memory in children with autism and with moderate learning difficulties,10480,1996
371,Cavity induced vibration of flexible hydrofoils,1103,2014
372,The effect of channel blocking on first spike timing,80,2015
373,Identification of differentially expressed genes from Trichoderma harzianum during growth on cell wall of Fusarium solani as a tool for biotechnological application,660,2013
374,Successful use of laboratory monitoring to facilitate an invasive procedure for a patient treated with dabigatran,278,2017
375,Effects of postural support on eye hand interactions across development,641,2007
376,Compositional performability evaluation for statemate,905,2006
377,"Estudio epidemiológico de sucesos traumáticos, trastorno de estrés post-traumático y otros trastornos psiquiátricos en una muestra representativa de Chile",2886,2009
378,Phylogenetic diversity and symbiotic functioning in mungbean (Vigna radiata L. Wilczek) bradyrhizobia from contrast agro-ecological regions of Nepal,175,2012
379,Toward a name entity aligned bilingual corpus,542,2010
380,GC/MS based metabolomics: development of a data mining system for metabolite identification by using soft independent modeling of class analogy (SIMCA),5425,2011
381,"Regional Politics, American in a Post-City Age",1885,1970
382,Electrohysterography of labor contractions: propagation velocity and direction,1028,2013
383,A comparison of contrast letter thresholds in unilateral eye enucleated subjects and binocular and monocular control subjects,1011,1997
384,"Petro rents, political institutions, and hidden wealth: Evidence from offshore bank accounts",1033,1970
385,Robust tree-based incremental imputation method for data fusion,572,2007
386,Australia in Asia: comparing cultures,2452,1970
387,Modeling falling and accumulating snow,1382,2005
388,Wnt signalling pathway and cervical cancer,98,2015
389,Wireless and wearable EEG system for evaluating driver vigilance,2858,2014
390,Utilising dog-computer interactions to provide mental stimulation in dogs especially during ageing,106,2017
391,In situ strain monitoring of fiber-reinforced polymers using embedded piezoresistive nanocomposites,4119,2010
392,Study on complex inversion of magnetic resonance sounding signals,2556,2005
393,Effective academic writing: An essay-writing handbook for school and university,404,1970
394,Role of pinna cavities in median plane localization,1005,1998
395,"Epidemiology and injuries (1994–2005) resulting from poisonous animals in southern Santa Catarina State, Brazil",294,2007
396,Comparative cellular and molecular analysis of cytotoxicity and apoptosis induction by doxorubicin and Baneh in human breast cancer T47D cells,228,2011
397,From ownership to service use lifestyle: the potential of car sharing,1999,1999
398,An analytical formula for VIX futures and its applications,2497,2012
399,Digitizing human behavior in business model innovation,97,2017
400,Rate enhancement of the catechol oxidase activity of a series of biomimetic monocopper (II) complexes by introduction of non-coordinating groups in N-tripodal ligands,720,1970
401,"Alkyl Chain Orientations in Dicyanomethylene‐Substituted 2, 5‐Di (thiophen‐2‐yl) thieno‐[3, 2‐b] thienoquinoid: Impact on Solid‐State and Thin‐Film Transistor Performance",2312,2013
402,"Ablation of nylon-6, 6 with UV and IR lasers",877,1995
403,Application of real options theory to the assessment of public incentives for onshore wind energy development in Spain,95,2015
404,Secure computer system: Unified exposition and multics interpretation,41465,1976
405,Bone marrow transplantation from alternative donors for thalassemia: HLA-phenotypically identical relative and HLA-nonidentical sibling or parent transplants,3221,2000
406,Ordered mesoporous materials for drug delivery,29877,2009
407,Olive flowering phenology variation between different cultivars in Spain and Italy: modeling analysis,1153,2009
408,WW domain-containing oxidoreductase: a candidate tumor suppressor,3489,2007
409,"Unsteady heat transfer from a circular cylinder for Reynolds numbers from 3000 to 15,000",681,2004
410,Cerebrovascular reactivity measured by transcranial Doppler in migraine,2661,1996
411,QTL mapping of grain quality traits using introgression lines carrying Oryza rufipogon chromosome segments in japonica rice,109,2016
412,Hydrogen peroxide is involved in abscisic acid-induced stomatal closure in Vicia faba,13987,2001
413,Impact of EGFR point mutations on the sensitivity to gefitinib: insights from comparative structural analyses and molecular dynamics simulations,1413,2006
